소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
02-3476-7522,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 147-8호,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 147,148호 (반포동)",06547,두리종합동물병원,200005.626362552,444680.521703344
025219010,서울특별시 서초구 방배동 925-8번지,"서울특별시 서초구 방배로 119, 1층 (방배동)",06682,디아나동물병원,199509.901629527,442495.949502065
02-533-5505,서울특별시 서초구 잠원동 50-5 신사쇼핑센터 102-2호,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 1층 102-2호 (잠원동)",06515,이상록동물병원,201230.693449214,445992.459343379
2690-5673,서울특별시 양천구 신월동 446-4번지,서울특별시 양천구 월정로 46 (신월동),07936,햇살동물병원,185992.29499381,446855.110008127
02-468-7582,서울특별시 성동구 성수동2가 339-23번지,서울특별시 성동구 뚝섬로 395 (성수동2가),04781,제인동물병원,204763.80767636,448534.113764965
02-359-2020,서울특별시 은평구 대조동 187-24,서울특별시 은평구 통일로 817 (대조동),03385,Dr.윤24시동물병원,193147.639432277,457137.15515349
02-2233-1848,서울특별시 성동구 금호동2가 485-1,서울특별시 성동구 금호산길 58(금호동2가),04726,한빛동물병원,201657.926313791,450119.508052252
02-6085-7750,서울특별시 성동구 금호동4가 1108번지 지상1층,"서울특별시 성동구 독서당로 289 (금호동4가,지상1층)",,아지동물병원,201790.117515658,449530.70769686
02-3395-7975,서울특별시 성동구 행당동 318-36,서울특별시 성동구 고산자로 207 (행당동),04714,24시센트럴동물메디컬센터,202907.218919388,450712.086716399
02-2652-1865,서울특별시 양천구 신정동 117-37,서울특별시 양천구 신목로 78 (신정동),08009,리더스 동물병원,188813.809498067,446610.632065476
02-6402-0301,서울특별시 성동구 옥수동 561번지 래미안옥수리버젠 상가동 420호,"서울특별시 성동구 매봉길 13, 1층 420호 (옥수동, 래미안옥수리버젠상가)",04733,오석헌동물병원,201153.981577199,449188.97052419
385-8275,서울특별시 은평구 진관동 20번지 상림마을 821동 101호,"서울특별시 은평구 진관3로 70 (진관동, 상림마을 821동 101호)",03302,뉴타운동물병원,193103.427054842,459986.856034813
02-358-1591,"서울특별시 은평구 갈현동 431-5번지 지층, 2층","서울특별시 은평구 연서로29길 24, 지, 2층 (갈현동, 정운빌딩)",03330,도그원 동물의료센터,192667.438048047,457480.990067897
02-387-7582,서울특별시 은평구 응암동 91-5,서울특별시 은평구 은평로 93 (응암동),03461,24시스마트동물메디컬센터,192700.377628737,455276.729077644
593-1045,서울특별시 서초구 잠원동 8-24 크레신타워 1층,"서울특별시 서초구 강남대로 631, 1층 (잠원동, 크레신타워)",06524,유림동물안과병원,201565.957243521,446206.354902748
2094-8344,서울특별시 중랑구 상봉동 137-7,서울특별시 중랑구 중랑천로 71 (상봉동),,서울우유협동조합유우진료소,206321.919332707,454381.762925507
2282-3653,서울특별시 성동구 금호동4가 1338번지 10통4반 현대ESA아파트 910호,서울특별시 성동구 독서당로 328 (금호동4가),04737,펫365동물병원,202164.820244902,449516.520929115
2695-1231,서울특별시 양천구 신월동 50-5번지,서울특별시 양천구 남부순환로 347 (신월동),07905,민병철동물병원,184767.729553942,448229.826991046
02-466-2475,서울특별시 성동구 성수동2가 333-3번지 1층,서울특별시 성동구 뚝섬로 386 (성수동2가),04775,서울숲동물병원,204634.716530413,448539.505219065
02-2291-7582,서울특별시 성동구 옥수동 560 어울림상가 301~4호,"서울특별시 성동구 독서당로40길 39, 어울림상가 301~304호 (옥수동)",04739,옥수수 동물병원,201538.05612719,448894.755196992
2645-2727,서울특별시 양천구 목동 962 목동트라팰리스,"서울특별시 양천구 오목로 299, 목동트라팰리스 (목동)",08001,쿨펫이마트 목동점 동물병원,188472.759197224,447091.855963511
02-354-7544,서울특별시 은평구 불광동 104-94번지,"서울특별시 은평구 연서로 317 (불광동, 동윤빌딩)",03343,둘레길동물병원,193547.680584007,457936.994776678
02-352-7275,서울특별시 은평구 대조동 14-27 2층,"서울특별시 은평구 통일로 727-5, 2층 (대조동)",03397,개와냥이동물병원,193680.56470639,456432.993552717
02-3152-0075,서울특별시 은평구 응암동 244-212번지,서울특별시 은평구 백련산로 29 (응암동),03470,참좋은동물병원,193081.852188715,453992.56368201
356-7547,서울특별시 은평구 역촌동 22-49번지 101호,"서울특별시 은평구 연서로 72, 1층 101호 (역촌동)",03402,우신동물병원,192487.619211048,455919.369808373
02-384-0075,서울특별시 은평구 갈현동 394-27번지,서울특별시 은평구 통일로 885 (갈현동),03329,메디펫동물병원,192825.79571149,457740.673229191
2274-8558,서울특별시 중구 필동2가 53,서울특별시 중구 퇴계로 226 (필동2가),04624,윤신근박사동물병원,199652.596554208,451038.891443622
0226546183,서울특별시 양천구 신정동 294-62번지,서울특별시 양천구 목동동로10길 6 (신정동),08014,노아동물병원,188498.889561977,446254.470336504
2607-0022,서울특별시 양천구 신월동 444-11,서울특별시 양천구 오목로 45 (신월동),07930,양천종합동물병원,186019.55678499,446684.721550158
306-8575,서울특별시 은평구 증산동 174-6 103호,"서울특별시 은평구 증산로 267, 103호 (증산동)",03500,한수24시동물병원,191719.641873868,453281.965089313
354-0975,서울특별시 은평구 구산동 1-1번지,서울특별시 은평구 연서로 137 (구산동),03412,로얄동물병원,192584.639355994,456538.922729473
596-1175,서울특별시 서초구 서초동 1690-2번지 지상1층,"서울특별시 서초구 서초대로 325 (서초동,지상1층)",,교대동물병원,201436.64625883,443641.297497268
2649-0774,서울특별시 양천구 목동 805-1,서울특별시 양천구 등촌로 16 (목동),07966,필동물종합병원,187920.960482882,447697.341636562
02-3476-3535,서울특별시 서초구 반포동 20-51 베리스타운102/108호,서울특별시 서초구 사평대로45길 10-25 (반포동),06544,반포자이동물병원,201162.735,444940.180000001
02-574-0511,서울특별시 서초구 신원동 412-5번지 힐스테이트서초잰트리스 103호,"서울특별시 서초구 헌릉로8길 10-12, 1층 3호 (신원동, 힐스테이트서초잰트리스)",06798,하나동물병원,204997.162846243,439329.169504467
2645-7588,서울특별시 양천구 목동 907번지 현대월드타워 160호,"서울특별시 양천구 목동서로 77, 현대월드타워 160호 (목동)",07983,가나종합동물병원,189151.208015925,448200.067716589
2643-0283,서울특별시 양천구 목동 919-7 홈플러스목동점,"서울특별시 양천구 목동서로 170, 홈플러스목동점 (목동)",07992,닥터펫동물병원,188729.190478822,447572.610039376
02-2297-9300,,"서울특별시 성동구 왕십리로 410, 127동 지하층 030호 (하왕십리동, 센트라스)",04701,바라봄동물병원,202372.912023599,451536.680876573
02-356-9475,"서울특별시 은평구 불광동 643 북한산 힐스테이트7차, 상가동 지하2층 128호, 지하1층 228호","서울특별시 은평구 통일로 796, 상가동 지하2층 128호, 지하1층 228호 (불광동, 북한산 힐스테이트7차)",03357,담은동물병원,193457.698457409,457135.217659827
2697-7576,서울특별시 양천구 신정동 987-3 1층,"서울특별시 양천구 오목로 198-1 (신정동,1층)",,신정 동물병원,187507.502548024,447012.966763513
2642-8653,서울특별시 양천구 목동 657-21번지 등촌빌딩,"서울특별시 양천구 등촌로 172, 등촌빌딩 A동 102호 (목동)",07951,토론토 동물병원,187788.82257199,449204.635182585
02-466-8215,서울특별시 성동구 성수동1가 718번지 트리마제,"서울특별시 성동구 왕십리로 16 (성수동1가, 트리마제)",04773,달링동물병원,203911.513091074,448508.756036449
02-2232-7975,서울특별시 중구 황학동 2523 황학 아크로타워,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",04575,바른동물병원,201866.039519433,451543.337800303
02-306-0158,서울특별시 은평구 응암동 589-12번지 2층,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",03484,오거리동물병원,192509.114922607,454279.700822197
382-7582,서울특별시 은평구 응암동 74-14번지,서울특별시 은평구 은평로 208 (응암동),03472,LOVE MY PET 동물병원,193814.07118236,455415.979099363
577-6125,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",06771,이리온 양재점,203204.755637424,440136.781183797
592-0202,서울특별시 서초구 반포동 1341,"서울특별시 서초구 서초중앙로 224, 129호 (반포동)",06599,꿈꾸는 동물병원,201100.600979283,444376.532945802
2058-1882,서울특별시 서초구 양재동 4-14,서울특별시 서초구 바우뫼로 211 (양재동),06740,에이블 동물병원,203615.710621925,442081.7737532
02-468-7975,서울특별시 성동구 성수동1가 22-28번지 1층,"서울특별시 성동구 성수일로 33, 1층 (성수동1가, 정인숙보습학원)",04779,포레동물병원,204278.364927176,449042.483992878
3472-8275,서울특별시 서초구 서초동 1332-7,"서울특별시 서초구 사임당로 139, 104호 (서초동)",06624,서이동물병원,202128.626956395,443285.681199166
02-578-7572,서울특별시 서초구 우면동 66-2 우면세신상가 201호,"서울특별시 서초구 바우뫼로7길 8, 201호 (우면동,우면세신상가)",,우면동물병원,202175.011113176,440963.759050916
02-2297-0075,서울특별시 성동구 하왕십리동 892-4,서울특별시 성동구 왕십리로 381 (하왕십리동),04710,왕십리조은동물병원,202393.457305335,451365.326207693
2642-1239,"서울특별시 양천구 신정동 329 목동신시가지아파트14단지 B상가 117,호","서울특별시 양천구 목동동로 130, 117, 118호 (신정동, 목동신시가지아파트14단지)",08018,페토브 동물병원,188467.215363052,446003.941216623
02-2601-8875,서울특별시 양천구 신정동 1182-11,"서울특별시 양천구 중앙로 237, 1층 (신정동)",08073,24시 서울 탑 동물병원,186990.07041522,446176.810389121
534-9773,서울특별시 서초구 방배동 790-27번지,서울특별시 서초구 방배중앙로 149 (방배동),06560,수동물병원,198732.246033702,443365.92231754
3473-8274,서울특별시 서초구 방배동 898-3,"서울특별시 서초구 서초대로 108, 2층 (방배동)",06664,내방동물병원,199410.881389269,442807.588410592
02-2282-7501,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스,"서울특별시 성동구 매봉길 50 (옥수동, 이편한세상옥수파크힐스)",04731,스테이동물병원,201157.877298502,449563.280012747
02-537-0075,서울특별시 서초구 반포동 56-1번지,서울특별시 서초구 서초중앙로 245 (반포동),,신반포종합동물병원,200884.624630186,444571.106094448
8464597,서울특별시 양천구 목동 507-2 덕수프라자,"서울특별시 양천구 목동중앙북로 73, 덕수프라자 2층 (목동)",07947,두암동물병원,188563.746657935,449409.143621821
534-3475,서울특별시 서초구 반포동 20-45 반포자이프라자 133호,"서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)",,24시예스동물병원,200800.417027918,444989.874340522
393-6675,서울특별시 서대문구 영천동 299,서울특별시 서대문구 통일로 197 (영천동),03734,우리동물병원,196510.559726227,452071.434486309
736-5834,서울특별시 서대문구 홍제동 90-67,서울특별시 서대문구 통일로 375 (홍제동),03730,빛가온동물병원,195452.239317506,453470.456230794
02-575-0855,서울특별시 서초구 양재동 2-43 동리빌딩,"서울특별시 서초구 논현로 173, 동리빌딩 1층 (양재동)",06739,레스펫동물병원,203580.297336547,442526.96137366
2644-8878,"서울특별시 양천구 목동 903 목동신시가지아파트3단지 상가동 105호, 204호","서울특별시 양천구 목동서로 100, 상가동 105, 204호 (목동, 목동신시가지아파트3단지)",07982,파리스동물병원,188700.851169641,448020.090999138
2694-8275,서울특별시 양천구 신정동 1320-2번지 신정프라자 203호,"서울특별시 양천구 신정이펜2로 22, 203호 (신정동, 신정프라자)",08049,구름동물병원,185125.957709458,445643.874069493
02-2061-5277,서울특별시 양천구 신정동 1028-4번지,서울특별시 양천구 신월로 320 (신정동),08082,밀리언동물병원,187241.641102914,446575.501620137
